buyer_name_normalized,n_notices,n_sirets,n_sirens,n_departments,n_buyer_keys,n_active_years,first_year,last_year,activity_level,example_sirets,example_sirens,example_departments,example_buyer_keys,is_generic_name,same_siren_different_sirets,different_sirens,department_consistent_mapping,department_conflicting_mapping,ambiguity_class
les hauts-d anjou,3,1,1,1,2,3,2019,2022,2-5,20008490300018,200084903,49,NAME:les hauts-d anjou;SIRET:20008490300018,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
les sables d olonne plaisance,3,1,1,1,2,2,2019,2024,6-20,17350111500161,173501115,85,NAME:les sables d olonne plaisance;SIRET:17350111500161,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
mairie de cosse-le-vivien,3,1,1,1,2,2,2016,2017,2-5,21530077300011,215300773,53,NAME:mairie de cosse-le-vivien;SIRET:21530077300011,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
mairie de saint paterne-le chevaine,3,1,1,1,2,2,2019,2023,2-5,20006581100016,200065811,72,NAME:mairie de saint paterne-le chevaine;SIRET:20006581100016,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
mairie de segrie,3,1,1,1,2,2,2016,2018,2-5,25720125100028,257201251,72,NAME:mairie de segrie;SIRET:25720125100028,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
mairie de spay,3,1,1,1,2,2,2018,2022,2-5,21720344700016,217203447,72,NAME:mairie de spay;SIRET:21720344700016,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
meduane habitat,3,1,1,1,2,3,2016,2025,2-5,55655032500030,556550325,53,NAME:meduane habitat;SIRET:55655032500030,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
meeddat,3,1,1,1,2,3,2015,2021,2-5,12000018700027,120000187,92,NAME:meeddat;SIRET:12000018700027,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
msa de maine et loire,3,1,1,1,2,2,2024,2025,2-5,78611896800027,786118968,49,NAME:msa de maine et loire;SIRET:78611896800027,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
noyant-villages,3,1,1,1,2,2,2024,2025,2-5,20007005000014,200070050,49,NAME:noyant-villages;SIRET:20007005000014,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
pole medico-social bais hambers,3,1,1,1,2,3,2024,2026,2-5,20004488100015,200044881,53,NAME:pole medico-social bais hambers;SIRET:20004488100015,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
pouance,3,1,1,1,2,2,2015,2016,2-5,21490248800011,214902488,49,NAME:pouance;SIRET:21490248800011,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
residence andree rochefort,3,1,1,1,2,2,2017,2020,2-5,26440045800032,264400458,44,NAME:residence andree rochefort;SIRET:26440045800032,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
residence de la rochefoucauld,3,1,1,1,2,2,2019,2024,2-5,26440028400057,264400284,44,NAME:residence de la rochefoucauld;SIRET:26440028400057,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
residence le val d emilie,3,1,1,1,2,3,2020,2025,2-5,26440006000036,264400060,44,NAME:residence le val d emilie;SIRET:26440006000036,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
s2e,3,1,1,1,2,1,2023,2023,2-5,94986881400011,949868814,37,NAME:s2e;SIRET:94986881400011,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
saint-sauveur-villages,3,1,1,1,2,2,2023,2024,2-5,20008704700011,200087047,50,NAME:saint-sauveur-villages;SIRET:20008704700011,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
saumur agglobus,3,1,1,1,2,2,2025,2026,2-5,31308901300046,313089013,49,NAME:saumur agglobus;SIRET:31308901300046,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
sdis 17,3,1,1,1,2,2,2017,2025,2-5,28170025200097,281700252,17,NAME:sdis 17;SIRET:28170025200097,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
setram,3,1,1,1,2,2,2023,2025,2-5,32579382600026,325793826,72,NAME:setram;SIRET:32579382600026,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
sgcd 35,3,1,1,1,2,2,2021,2023,21+,11000201100044,110002011,35,NAME:sgcd 35;SIRET:11000201100044,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
shema - au nom et pour le compte de la cdc des pays de l aigle,3,1,1,1,2,2,2024,2025,2-5,20006846800012,200068468,14,NAME:shema - au nom et pour le compte de la cdc des pays de l aigle;SIRET:20006846800012,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
sivu44115,3,1,1,1,2,2,2024,2025,2-5,20002137600021,200021376,44,NAME:sivu44115;SIRET:20002137600021,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
sm fontenay sud vendee developpement,3,1,1,1,2,1,2016,2016,2-5,20000009900024,200000099,85,NAME:sm fontenay sud vendee developpement;SIRET:20000009900024,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
smbaa,3,1,1,1,2,3,2021,2025,2-5,20005044100019,200050441,49,NAME:smbaa;SIRET:20005044100019,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
smidap,3,1,1,1,2,2,2024,2025,2-5,25440139100027,254401391,44,NAME:smidap;SIRET:25440139100027,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
syclea 85,3,1,1,1,2,1,2026,2026,2-5,25850065100041,258500651,85,NAME:syclea 85;SIRET:25850065100041,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
syndicat de la loire aval,3,1,1,1,2,3,2018,2025,2-5,20005512700043,200055127,44,NAME:syndicat de la loire aval;SIRET:20005512700043,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
syndicat mixte du pays de lucon,3,1,1,1,2,1,2016,2016,2-5,20005125800016,200051258,85,NAME:syndicat mixte du pays de lucon;SIRET:20005125800016,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
syndicat mixte du pays de rennes,3,1,1,1,2,3,2022,2024,2-5,25351468100027,253514681,35,NAME:syndicat mixte du pays de rennes;SIRET:25351468100027,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
territoires publics mandataire agissant au nom et pour le compte de rennes metropole,3,1,1,1,2,2,2025,2026,21+,17350005900014,173500059,35,NAME:territoires publics mandataire agissant au nom et pour le compte de rennes metropole;SIRET:17350005900014,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
vendee expansion-sem,3,1,1,1,2,1,2025,2025,2-5,54665016900057,546650169,85,NAME:vendee expansion-sem;SIRET:54665016900057,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
vendee habitat,3,1,1,1,2,1,2026,2026,21+,27850001200184,278500012,85,NAME:vendee habitat;SIRET:27850001200184,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
ville d evron 53,3,1,1,1,2,2,2025,2026,6-20,20008469700016,200084697,53,NAME:ville d evron 53;SIRET:20008469700016,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
ville de basse-goulaine,3,1,1,1,2,2,2024,2025,2-5,92084215000012,920842150,44,NAME:ville de basse-goulaine;SIRET:92084215000012,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
ville de bonnetable,3,1,1,1,2,2,2017,2023,2-5,21720039300015,217200393,72,NAME:ville de bonnetable;SIRET:21720039300015,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
ville de chalonnes sur loire,3,1,1,1,2,2,2015,2017,2-5,21490063100018,214900631,49,NAME:ville de chalonnes sur loire;SIRET:21490063100018,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
ville de clermont-ferrand,3,1,1,1,2,3,2021,2026,2-5,21630113500010,216301135,85,NAME:ville de clermont-ferrand;SIRET:21630113500010,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
ville de clisson,3,1,1,1,2,1,2026,2026,2-5,21440043400012,214400434,44,NAME:ville de clisson;SIRET:21440043400012,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
ville de perigny,3,1,1,1,2,2,2024,2025,6-20,21170274100011,211702741,17,NAME:ville de perigny;SIRET:21170274100011,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
ville de riaille,3,1,1,1,2,2,2018,2023,2-5,21440144000018,214401440,44,NAME:ville de riaille;SIRET:21440144000018,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
afpi pays de la loire,2,1,1,1,2,1,2023,2023,1 (single),78835426400095,788354264,44,NAME:afpi pays de la loire;SIRET:78835426400095,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
as vallee du lay,2,1,1,1,2,1,2015,2015,1 (single),29850146100016,298501461,85,NAME:as vallee du lay;SIRET:29850146100016,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
breti sun isdnd,2,1,1,1,2,1,2025,2025,1 (single),33053465200178,330534652,35,NAME:breti sun isdnd;SIRET:33053465200178,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
c r o u s de l academie de creteil,2,1,1,1,2,1,2015,2015,1 (single),18940004700016,189400047,94,NAME:c r o u s de l academie de creteil;SIRET:18940004700016,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
cap-lan,2,1,1,1,2,1,2024,2024,6-20,26440259500013,264402595,44,NAME:cap-lan;SIRET:26440259500013,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
cc coeur de charente,2,1,1,1,2,1,2023,2023,1 (single),20007202300019,200072023,16,NAME:cc coeur de charente;SIRET:20007202300019,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
ccas de la ville de saint herblain,2,1,1,1,2,1,2026,2026,1 (single),26440034200012,264400342,44,NAME:ccas de la ville de saint herblain;SIRET:26440034200012,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
centre communal d actions sociales,2,1,1,1,2,2,2024,2025,1 (single),26720027700015,267200277,72,NAME:centre communal d actions sociales;SIRET:26720027700015,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
centre de gestion de loire-atlantique,2,1,1,1,2,2,2024,2025,1 (single),28440002500011,284400025,44,NAME:centre de gestion de loire-atlantique;SIRET:28440002500011,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
cetelic des pays de la loire,2,1,1,1,2,2,2017,2018,2-5,38063216600019,380632166,49,NAME:cetelic des pays de la loire;SIRET:38063216600019,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
chambre agriculture 44,2,1,1,1,2,1,2020,2020,1 (single),18440134700085,184401347,44,NAME:chambre agriculture 44;SIRET:18440134700085,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
cias du pays de st gilles croix de vie,2,1,1,1,2,2,2022,2023,1 (single),20006126500019,200061265,85,NAME:cias du pays de st gilles croix de vie;SIRET:20006126500019,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
cias vendee sevre autise,2,1,1,1,2,2,2023,2025,1 (single),20009677400019,200096774,85,NAME:cias vendee sevre autise;SIRET:20009677400019,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
cnfpt - direction de l achat public,2,1,1,1,2,2,2024,2025,6-20,18001404502245,180014045,75,NAME:cnfpt - direction de l achat public;SIRET:18001404502245,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
communaute de communes de l huisne sarthoise,2,1,1,1,2,1,2024,2024,21+,24720068600100,247200686,72,NAME:communaute de communes de l huisne sarthoise;SIRET:24720068600100,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune d asserac,2,1,1,1,2,1,2017,2017,1 (single),21440006100013,214400061,44,NAME:commune d asserac;SIRET:21440006100013,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de carentoir,2,1,1,1,2,1,2020,2020,1 (single),20006756900075,200067569,56,NAME:commune de carentoir;SIRET:20006756900075,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de corze 49,2,1,1,1,2,2,2024,2026,2-5,21490110000013,214901100,49,NAME:commune de corze 49;SIRET:21490110000013,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de dreffeac,2,1,1,1,2,1,2017,2017,1 (single),21440053300011,214400533,44,NAME:commune de dreffeac;SIRET:21440053300011,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de givrand,2,1,1,1,2,2,2015,2017,1 (single),21850100500019,218501005,85,NAME:commune de givrand;SIRET:21850100500019,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de joue en charnie,2,1,1,1,2,2,2021,2022,1 (single),21720149000018,217201490,72,NAME:commune de joue en charnie;SIRET:21720149000018,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de la faute sur mer,2,1,1,1,2,2,2015,2019,1 (single),21850307600018,218503076,85,NAME:commune de la faute sur mer;SIRET:21850307600018,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de la ferriere,2,1,1,1,2,1,2019,2019,1 (single),21850089000015,218500890,85,NAME:commune de la ferriere;SIRET:21850089000015,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de la ferriere 85,2,1,1,1,2,1,2026,2026,1 (single),21850089000189,218500890,85,NAME:commune de la ferriere 85;SIRET:21850089000189,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de marcon,2,1,1,1,2,1,2024,2024,1 (single),21720183900016,217201839,72,NAME:commune de marcon;SIRET:21720183900016,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de nesmy 85,2,1,1,1,2,2,2024,2025,2-5,21850160900018,218501609,85,NAME:commune de nesmy 85;SIRET:21850160900018,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de parce-sur-sarthe,2,1,1,1,2,1,2024,2024,2-5,21720228200018,217202282,72,NAME:commune de parce-sur-sarthe;SIRET:21720228200018,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de roeze sur sarthe,2,1,1,1,2,2,2017,2024,1 (single),21720253000010,217202530,72,NAME:commune de roeze sur sarthe;SIRET:21720253000010,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de saint cyr en talmondais,2,1,1,1,2,2,2017,2022,1 (single),21850206000013,218502060,85,NAME:commune de saint cyr en talmondais;SIRET:21850206000013,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de saint vincent sur graon,2,1,1,1,2,1,2019,2019,1 (single),21850277100015,218502771,85,NAME:commune de saint vincent sur graon;SIRET:21850277100015,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de sainte-reine-de-bretagne,2,1,1,1,2,2,2024,2026,1 (single),21440189500013,214401895,44,NAME:commune de sainte-reine-de-bretagne;SIRET:21440189500013,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de trementines,2,1,1,1,2,2,2022,2024,1 (single),21490355100015,214903551,49,NAME:commune de trementines;SIRET:21490355100015,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune de villaines la gonais,2,1,1,1,2,1,2022,2022,1 (single),21720375100011,217203751,72,NAME:commune de villaines la gonais;SIRET:21720375100011,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
commune du plessis-grammoire,2,1,1,1,2,2,2023,2024,1 (single),21490241300019,214902413,49,NAME:commune du plessis-grammoire;SIRET:21490241300019,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
cour d appel de bordeaux,2,1,1,1,2,2,2015,2026,1 (single),11000201100044,110002011,17,NAME:cour d appel de bordeaux;SIRET:11000201100044,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
cour d appel de caen,2,1,1,1,2,1,2026,2026,1 (single),17140111000639,171401110,14,NAME:cour d appel de caen;SIRET:17140111000639,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
cpam du morbihan,2,1,1,1,2,1,2017,2017,1 (single),77790768400024,777907684,56,NAME:cpam du morbihan;SIRET:77790768400024,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
departement de l isere,2,1,1,1,2,2,2022,2024,1 (single),22380001200013,223800012,38,NAME:departement de l isere;SIRET:22380001200013,True,False,False,True,False,multiple_buyer_keys_no_identifier_split
dreets des pays de la loire,2,1,1,1,2,1,2024,2024,1 (single),13002928300012,130029283,72,NAME:dreets des pays de la loire;SIRET:13002928300012,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
ehpad harcourt,2,1,1,1,2,2,2021,2025,1 (single),26270293900014,262702939,27,NAME:ehpad harcourt;SIRET:26270293900014,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
ehpad la houssaye,2,1,1,1,2,2,2015,2022,1 (single),26720008700018,267200087,72,NAME:ehpad la houssaye;SIRET:26720008700018,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
eplefpa alencon sees,2,1,1,1,2,2,2024,2025,1 (single),19610790800010,196107908,61,NAME:eplefpa alencon sees;SIRET:19610790800010,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
gendarmerie nationale - comsopgn - le blanc,2,1,1,1,2,1,2024,2024,1 (single),95752702100043,957527021,36,NAME:gendarmerie nationale - comsopgn - le blanc;SIRET:95752702100043,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
habitat drouais 28,2,1,1,1,2,1,2024,2024,1 (single),39344888100028,393448881,28,NAME:habitat drouais 28;SIRET:39344888100028,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
hc republique nouvelle caledonie,2,1,1,1,2,1,2022,2022,1 (single),13000312200012,130003122,988,NAME:hc republique nouvelle caledonie;SIRET:13000312200012,False,False,False,True,False,multiple_buyer_keys_no_identifier_split
