notice_id,buyer_key,cpv_clean,text_duplicate_group_id,group_size,n_unique_buyers_in_group,n_unique_cpv_in_group,objet_snippet
18-129170,NAME:mindef sga dcsid esid bordeaux,,19887,2,1,0,fontenay - cmfp - quartier du chaffault remplacement des chauffage gaz bat 82 tr
18-134344,NAME:gpm de nantes - st nazaire,,19232,2,1,0,acquisition de deux microtracteurs avec cabine
18-131122,NAME:vendee,92622000,19995,6,2,1,"création, mise en place et exécution de l'identité visuelle du vendée globe 2020"
18-134631,NAME:universite d angers,45310000,18443,2,1,1,le projet consiste à la rénovation des installations d'éclairage des salles de s
18-129176,NAME:prefecture de la vendee,,18922,2,1,0,révision et évaluation environnementale du schéma des structures des exploitatio
18-121988,SIRET:11000201100044,98312000,20068,2,1,1,prestation de nettoyage et réparation des effets de protection textile pompier a
18-123023,NAME:mairie de coueron,39831200,20069,2,1,1,"fourniture et livraison de produits d'entretien, d'hygiène et d'articles de nett"
18-124043,NAME:mancelle d habitation,50513000,20071,2,1,1,"contrat d'entretien des robinetteries, système de ventilations et entretien des "
18-120311,SIRET:22490001900015,09123000,20072,2,1,1,fourniture de gaz naturel pour les services du département de maine-et-loire et 
18-105018,NAME:la roche-sur-yon agglomeration,60130000,20073,2,1,1,"exécution de services routiers non urbains assurant, à titre principal, le trans"
18-118761,NAME:mairie de saint-gilles-croix-de-vie,90911200,20074,5,2,1,nettoyage de locaux communaux
18-125157,SIRET:22530001100015,90500000,20075,2,1,1,transport et traitement de résidus d'épurations des fumées du centre de valorisa
18-127555,NAME:comcom estuaire et sillon,38343000,20076,2,1,1,fourniture et livraison des repas et goûters en liaison froide aux multi-accueil
18-127909,SIRET:22720002900014,90611000,20077,2,1,1,prestations d'hydro régénération des chaussées des routes départementales sur le
18-128008,NAME:cte de cnes du pays de meslay-grez,90500000,20078,2,1,1,traitement des déchets ménagers : corps creux et corps plats en mélange
18-128469,NAME:laval agglomeration,45232150,20080,2,1,1,travaux de renouvellement et d'extension des réseaux d'eau potable et d'assainis
18-129991,NAME:chu de nantes,71620000,20081,2,1,1,prestations d'analyses d'eau pour le ght44
18-129540,NAME:cpam de la sarthe,44110000,20082,2,1,1,fournitures pour travaux pour les services techiques de la cpam de la sarthe
18-129627,SIRET:20005428600063,45000000,18091,2,2,1,déconstruction - reconstruction partielle - extension de la résidence st vincent
18-129806,NAME:cte de cnes loire-layon-aubance,92000000,20083,2,1,1,prestations de gestion et d'exploitation des établissements accueillant des jeun
18-130553,NAME:laval agglomeration,45232150,20080,2,1,1,travaux de renouvellement et d'extension des réseaux d'eau potable et d'assainis
18-115862,NAME:a p i j,45216113,20084,2,1,1,"marche public global sectoriel pour la conception, la realisation et l'amenageme"
18-127423,NAME:communaute de communes baugeois vallee,66510000,8344,14,7,1,souscription et gestion de contrats d'assurance
18-131431,NAME:conseil departemental loire-atlantique,77314000,20020,2,1,1,prestations agricoles sur les espaces naturels sensibles
18-133466,NAME:universite de nantes,24110000,20085,2,1,1,fourniture de gaz conditionnés et services associés
18-135333,SIRET:21530097100011,66512000,8990,14,11,4,services d'assurances
18-121965,NAME:pole emploi pays de la loire,55521200,17551,2,1,1,marchés publics de services de confection et livraison de plateaux repas pour pô
18-122123,SIRET:21720181300011,15800000,18399,2,1,1,acquisition de denrées alimentaires issues de l'agriculture biologique et label 
18-123481,NAME:conseil regional des pays de la loire,48900000,10420,175,53,130,a completer
18-123959,NAME:etablissement public du marais poitevi,71313000,18938,2,1,1,etude bilan du contrat territorial milieux aquatiques cadre et des contrats terr
18-124970,NAME:ctre hosp universitaire angers,33000000,15919,2,1,1,"fourniture de consommables stériles, à usage unique mise à disposition gratuite "
18-125236,NAME:universite de nantes,79950000,18130,2,1,1,1819aoos
18-126276,SIRET:24720013200014,45111230,18800,2,1,1,travaux de restauration de berges de la sarthe et de l'huisne au mans
18-131413,NAME:ch le mans,45000000,17440,3,2,1,travaux de peinture
18-131452,NAME:ch le mans,45000000,17444,3,1,1,"travaux d'electricite : courants forts, faibles, incendie"
18-131445,NAME:ch le mans,45000000,17226,2,1,1,travaux de vrd
18-124977,NAME:cte d agglomeration du choletais,09134200,18259,2,1,1,fourniture de carburant a la pompe par cartes accreditives (2018-2022)
18-132657,NAME:ctre hosp universitaire angers,31121000,18199,4,1,2,prestations de maintenance preventive et corrective des groupes electrogenes et 
18-132681,NAME:nantes metropole,44613800,394,4,1,1,acquisition de colonnes d'apport volontaire à déchets et de pièces détachées pou
18-133184,SIRET:23440003400026,79310000,17962,2,1,1,mission d'assistance a maitrise d'ouvrage pour l'elaboration du nouveau schema r
18-133770,NAME:universite du maine,30237200,17240,6,2,1,petits périphériques et matériels informatiques
18-142416,NAME:commune de vallet,45210000,20098,4,1,1,construction d'une école de musique en extension. création en jonction d'un hall
18-142590,NAME:ca saumur val de loire,45212320,18670,2,1,1,travaux de reprise des portes automatiques et création de sas thermiques au théâ
18-144469,NAME:departement de la vendee,79100000,20101,2,1,1,prestations de représentation en justice et de conseil juridique pour le départe
18-144687,NAME:la roche-sur-yon agglomeration,,20103,2,1,1,mission d'établissement de diverses études urbaines et paysagères sur le site de
18-147958,NAME:angers loire metropole,,20108,3,1,1,"travaux d'adaptation, exploitation et maintenance du centre d'exploitation saint"
18-148043,NAME:communaute de communes de sable,,9956,11,3,2,transport de personnes par autocar
18-148430,NAME:edit de nantes habitat jeunes,,19762,2,1,0,travaux de restructuration et d'aménagement de locaux en vue de l'accueil et de 
18-151055,NAME:gpm de nantes - st nazaire,45000000,20112,2,1,1,zones industrielles et portuaires de saint-nazaire et de montoir-de-bretagne - m
18-151425,NAME:le mans metropole - communaute urbaine,60100000,20114,2,1,1,la réalisation de déménagements et transports de mobiliers matériels courants po
18-117450,NAME:dreal pays de la loire,71222000,20115,2,1,1,a844périphérique nord de nantesmission de maîtrise d'oeuvre relative à la réalis
18-142763,NAME:departement de la sarthe,79311000,19800,2,1,1,accompagnement à l'élaboration et la mise en oeuvre de la politique de sécurité 
18-139360,NAME:universite de nantes,,18226,2,1,0,acquisition d'un bras de mesure polyarticulé
18-146099,NAME:conseil regional des pays de la loire,,18364,5,2,1,"conception, fabrication et livraison de médailles d'honneur du travail et de méd"
18-138068,NAME:universite d angers,22100000,20128,4,2,2,acquisition d'ouvrages français et étrangers
18-140780,NAME:ctre hosp universitaire angers,45400000,20130,2,1,1,travaux d'entretien et de maintenance des batiments et des infrastructures des e
18-141234,SIRET:22490001900015,34300000,20131,4,1,1,"fourniture et livraison de pièces détachées, pièces adaptables et éléments de fi"
18-142484,NAME:saumur aggloproprete,90513000,20133,2,1,1,founiture d'une benne a ordures menageres 19 t sur un chassis gnv compresse
18-144526,NAME:pole emploi pays de la loire,79110000,20134,3,1,1,marché de prestations juridiques en droit social pour le compte de pôle emploi p
18-143633,NAME:samoa,45262660,20135,2,1,1,désamiantage et deconstruction du marche d'interet national de nantes - phase 1
18-134596,NAME:commune de l ile d yeu,39290000,20136,2,1,1,aménagement du front de port sur la commune de l'ile d'yeu
18-146639,SIRET:24720013200014,39300000,20137,2,1,1,acquisition de matériels divers pour la setram
18-147004,SIRET:24720013200014,77300000,20138,2,1,1,moisson des plantes aquatiques du plan d'eau de la gèmerie à arnage - année 2019
18-147818,NAME:mairie de change,77211400,20139,3,1,1,elagage et abattage d'arbres - années 2019 à 2022
18-148407,NAME:anjou loir et sarthe,45232410,20141,2,1,1,entretien des réseaux d'assainissement
18-144659,NAME:ville de nantes,37400000,20142,2,1,1,acquisiton et installation de mobilier et matériel de sport
18-149313,NAME:chu de nantes,66510000,20143,3,1,1,risques statutaires pour les besoins du ght44
18-150554,SIRET:24720013200014,71317210,20144,2,1,1,mission de coordination en matière de sécurité et de protection de la santé dans
18-152259,NAME:ctre hosp universitaire angers,45315400,19336,5,1,2,prestations de maintenance preventive et corrective des postes haute tension / b
18-152515,NAME:nantes metropole,45233222,20146,2,1,1,travaux de désamiantage de voirie et de ses dépendances
18-136660,NAME:vendee,92622000,18823,2,1,1,assistance-direction technique et coordination générale des villages et des espa
18-136569,NAME:ville de cholet,77310000,18395,2,1,1,insertion professionnelle - entretien des espaces verts (2018-2021)
18-140053,NAME:c c a s - logement foyer ehpad,55321000,19283,2,1,1,assistance technique restauration - ehpad la forêt
18-141413,SIRET:22850001300658,71241000,17801,2,1,1,études relatives au barreau de liaison à la mothe achard et à la déviation à tri
18-141788,NAME:metropole nantes metropole,45231110,15322,2,1,1,renouvellement des conduites de recirculation des boues - station d'épuration de
18-138657,NAME:ccas de la roche-sur-yon,33195000,18543,4,1,1,evolution des appels infirmières et des systèmes d'anti fugues des ehpad du cent
18-140371,NAME:commune des herbiers,79823000,18653,2,1,1,marché de prestation d'impression de supports de communication et de papeterie -
18-144007,NAME:gpm de nantes - st nazaire,90400000,18650,2,1,1,entretien et surveillance des équipements de traitement des eaux et des réseaux 
18-145638,NAME:conseil regional des pays de la loire,80500000,18942,2,1,1,formation bureautique
18-141900,SIRET:22490001900015,45233120,18553,2,1,1,"rd 960 mise à 2x2 voies de la section vezins-coron - travaux de terrassement, as"
18-148201,NAME:conseil regional des pays de la loire,42900000,9669,6,2,2,acquisition d'équipements pédagogiques liés à la restructuration des ateliers du
18-148741,SIRET:23440003400026,75200000,18726,3,1,1,organisation des ceremonies des voeux destinees aux agents du conseil regional e
18-149667,NAME:commune de la baule,66514110,17809,3,2,2,assurance des véhicules et des risques annexes
18-152659,NAME:cmar pays de la loire,,20151,2,1,0,maintenance des matériels équipant les locaux de la chambre de métiers et de l'a
18-140847,NAME:crous de nantes,50710000,20153,2,1,1,la présente consultation a pour objet la maintenance des hottes et extracteurs d
18-121473,NAME:la roche-sur-yon agglomeration,79311000,20103,2,1,1,mission d'établissement de diverses études urbaines et paysagères sur le site de
18-144842,NAME:ccas de bouchemaine,55521100,20160,3,3,1,fourniture et livraison de repas à domicile comprenant une veille sanitaire et s
18-145933,NAME:universite de nantes,45454100,18857,3,1,2,travaux pour le réaménagement du 3ème étage de la faculté de médecine de nantes 
18-138665,NAME:dreal pays de la loire,71313000,20163,2,1,1,rn171 déviation de bouvronsuivi des mesures compensatoires environnementales sur
18-146300,NAME:ville de carquefou,90500000,20164,2,1,1,traitement des déchets verts et des déchets industriels banals (dib)
18-146577,NAME:ch le mans,45000000,20165,2,1,1,travaux de mise en place et/ou remplacement de matériel dans plusieurs bâtiments
18-147975,NAME:mairie de change,,20139,3,1,1,elagage et abattage d'arbres - années 2019 à 2022
18-146989,NAME:metropole nantes metropole,48000000,20168,2,1,1,acquisition d'une solution de gestion des données d'autosurveillance assainissem
18-148575,NAME:synd intercommunal prod distrib eau po,45252126,20170,2,1,1,construction d'une unité de décarbonatation - déferrisation et infrastructures d
18-149335,NAME:ville de sable sur sarthe,,20171,2,1,0,contrat de dératisation et désinsectisation
18-151142,NAME:synd intercommunal prod distrib eau po,45252126,20170,2,1,1,construction d'une unité de décarbonatation - déferrisation et infrastructures d
18-151327,NAME:le mans metropole - communaute urbaine,38295000,11755,4,1,1,acquisition d'équipements de topographie
18-138934,NAME:universite de nantes,48110000,18571,2,1,1,"le présent marché public a pour objet la fourniture d'un service de billetterie,"
18-139662,NAME:commune de soullans,,18910,2,1,1,travaux de restructuration de l'ehpad 'les châtaigniers'
18-149013,NAME:ville de carquefou,45112710,18680,2,1,1,aménagement paysager dans le lotissement du souchais
18-133778,NAME:saint nazaire agglomeration tourisme,60100000,20183,4,2,2,transport de personnes en autocar pour saint-nazaire agglomération tourisme
18-137360,NAME:sdis 85,80500000,20184,2,1,1,formations aux permis et autorisations de conduite pour le sdis de la vendée
18-137905,NAME:ch le mans,66510000,20185,2,1,1,prestations de services d'assurances pour les établissements du groupement hospi
18-138994,NAME:service commun d achats,15800000,12526,25,9,3,fourniture et livraison de denrées alimentaires
18-139972,NAME:conseil regional des pays de la loire,45000000,19554,3,1,1,"construction du creps (centre de ressources, d'expertise et de performance sport"
18-121710,NAME:ville de nantes,03120000,20187,2,1,1,"fournitures de graines, bulbes, végétaux, pbi, substrats, contenants, et consomm"
18-140283,NAME:communaute de communes de sable,39222000,20188,4,2,2,assistance technique pour la restauration
18-142799,SIRET:20004218200010,71314000,20189,2,1,1,fournitures de gaz et d'électricité pour les bâtiments intercommunaux de la ccma
