notice_family_id,notice_id,publication_date,lifecycle_role,schema_family,first_call_date,delay_days
NF023836,19-167772,2019-11-06,CORRECTION,LEGACY,2019-10-08,29
NF024259,19-174806,2019-11-20,CORRECTION,LEGACY,2019-11-19,1
NF024134,19-175149,2019-11-21,CORRECTION,LEGACY,2019-11-18,3
NF023719,19-170321,2019-11-12,CORRECTION,LEGACY,2019-10-15,28
NF024253,19-183744,2019-12-09,CORRECTION,LEGACY,2019-11-14,25
NF024573,19-190124,2019-12-20,CANCELLATION,LEGACY,2019-12-17,3
NF024709,19-189069,2019-12-19,CORRECTION,LEGACY,2019-12-16,3
NF024547,19-191255,2019-12-25,CORRECTION,LEGACY,2019-12-08,17
NF022408,19-190157,2019-12-25,MODIFICATION,LEGACY,2019-07-10,168
NF024710,19-191655,2019-12-24,CORRECTION,LEGACY,2019-12-19,5
NF024087,19-181011,2019-12-05,CORRECTION,LEGACY,2019-11-10,25
NF024534,19-185679,2019-12-14,CORRECTION,LEGACY,2019-12-04,10
NF024510,19-191431,2019-12-26,CORRECTION,LEGACY,2019-12-22,4
NF024256,19-181553,2019-12-04,CORRECTION,LEGACY,2019-11-15,19
NF024098,19-182221,2019-12-07,CORRECTION,LEGACY,2019-11-29,8
NF024591,19-188712,2019-12-21,CORRECTION,LEGACY,2019-12-07,14
NF024428,19-189896,2019-12-22,CORRECTION,LEGACY,2019-12-04,18
NF024477,19-184401,2019-12-10,CORRECTION,LEGACY,2019-12-05,5
NF024392,19-191090,2019-12-23,CORRECTION,LEGACY,2019-11-21,32
NF024143,19-180113,2019-12-02,CORRECTION,LEGACY,2019-11-04,28
NF024114,19-179454,2019-12-01,CORRECTION,LEGACY,2019-11-28,3
NF024596,19-188980,2019-12-21,CORRECTION,LEGACY,2019-12-12,9
NF024719,19-189149,2019-12-21,CORRECTION,LEGACY,2019-12-15,6
NF024122,19-181788,2019-12-05,CORRECTION,LEGACY,2019-11-12,23
NF024070,19-182646,2019-12-06,CORRECTION,LEGACY,2019-11-20,16
NF024122,19-185902,2019-12-13,CORRECTION,LEGACY,2019-11-12,31
NF024182,19-182591,2019-12-06,CORRECTION,LEGACY,2019-11-21,15
NF024369,19-191095,2019-12-23,CORRECTION,LEGACY,2019-11-28,25
NF024327,19-181837,2019-12-07,CORRECTION,LEGACY,2019-11-21,16
NF024502,19-188704,2019-12-21,CORRECTION,LEGACY,2019-12-14,7
NF024589,19-188951,2019-12-21,CORRECTION,LEGACY,2019-12-05,16
NF024562,19-190501,2019-12-20,CORRECTION,LEGACY,2019-12-06,14
NF024366,19-182318,2019-12-06,CORRECTION,LEGACY,2019-11-25,11
NF024089,19-181552,2019-12-06,CORRECTION,LEGACY,2019-11-10,26
NF024619,19-184848,2019-12-13,CORRECTION,LEGACY,2019-12-01,12
NF024593,19-188090,2019-12-20,CORRECTION,LEGACY,2019-12-08,12
NF024533,19-189549,2019-12-22,CORRECTION,LEGACY,2019-12-04,18
NF024702,19-189639,2019-12-20,CORRECTION,LEGACY,2019-12-03,17
NF024630,19-185768,2019-12-15,CORRECTION,LEGACY,2019-12-12,3
NF024288,19-190215,2019-12-22,CORRECTION,LEGACY,2019-11-30,22
NF024321,19-190383,2019-12-22,CORRECTION,LEGACY,2019-11-07,45
NF024685,20-1280,2020-01-08,CORRECTION,LEGACY,2019-12-22,17
NF024247,20-2080,2020-01-09,CORRECTION,LEGACY,2019-11-29,41
NF024588,20-3948,2020-01-12,CORRECTION,LEGACY,2019-12-05,38
NF024497,20-7092,2020-01-22,CORRECTION,LEGACY,2019-12-06,47
NF020520,20-14566,2020-01-31,CORRECTION,LEGACY,2019-03-09,328
NF024695,20-2763,2020-01-08,CORRECTION,LEGACY,2019-12-06,33
NF024416,20-3482,2020-01-09,CORRECTION,LEGACY,2019-12-13,27
NF024409,20-9052,2020-01-20,CORRECTION,LEGACY,2019-12-10,41
NF024821,20-16049,2020-01-31,CORRECTION,LEGACY,2020-01-10,21
NF024661,20-895,2020-01-06,CORRECTION,LEGACY,2019-12-23,14
NF024813,20-12031,2020-01-24,CORRECTION,LEGACY,2020-01-21,3
NF024651,20-7368,2020-01-16,CORRECTION,LEGACY,2019-12-18,29
NF024432,19-193228,2020-01-02,CORRECTION,LEGACY,2019-12-08,25
NF024472,20-201,2020-01-04,CORRECTION,LEGACY,2019-12-26,9
NF024640,20-3179,2020-01-11,CORRECTION,LEGACY,2019-12-22,20
NF025094,20-4867,2020-01-15,CORRECTION,LEGACY,2020-01-09,6
NF024449,20-7781,2020-01-22,CORRECTION,LEGACY,2019-12-07,46
NF024735,20-5049,2020-01-13,CORRECTION,LEGACY,2019-12-03,41
NF024400,20-9702,2020-01-21,CORRECTION,LEGACY,2019-11-29,53
NF024559,20-261,2020-01-04,CORRECTION,LEGACY,2019-12-26,9
NF024555,20-5785,2020-01-16,CORRECTION,LEGACY,2019-12-20,27
NF024765,20-5963,2020-01-16,CORRECTION,LEGACY,2020-01-10,6
NF024906,20-10267,2020-01-22,CORRECTION,LEGACY,2020-01-15,7
NF024453,20-1544,2020-01-09,CORRECTION,LEGACY,2019-12-12,28
NF024916,20-3603,2020-01-12,CORRECTION,LEGACY,2020-01-08,4
NF024639,20-11268,2020-01-25,CORRECTION,LEGACY,2019-12-20,36
NF023584,20-12576,2020-01-29,CORRECTION,LEGACY,2019-10-10,111
NF024462,20-13818,2020-01-30,CORRECTION,LEGACY,2019-12-20,41
NF025111,20-7563,2020-01-17,CORRECTION,LEGACY,2020-01-13,4
NF024557,20-739,2020-01-05,CORRECTION,LEGACY,2019-12-22,14
NF024671,20-1502,2020-01-09,CORRECTION,LEGACY,2019-12-07,33
NF024682,20-4742,2020-01-15,CORRECTION,LEGACY,2019-12-21,25
NF024767,20-5582,2020-01-16,CORRECTION,LEGACY,2020-01-10,6
NF024687,20-12475,2020-01-29,CORRECTION,LEGACY,2019-12-25,35
NF023241,20-2315,2020-01-08,CANCELLATION,LEGACY,2019-09-20,110
NF024765,20-9263,2020-01-23,CORRECTION,LEGACY,2020-01-10,13
NF024070,20-981,2020-01-06,CORRECTION,LEGACY,2019-11-20,47
NF024288,20-6616,2020-01-22,CORRECTION,LEGACY,2019-11-30,53
NF024718,20-7830,2020-01-22,CORRECTION,LEGACY,2019-12-14,39
NF024102,20-10061,2020-01-24,CORRECTION,LEGACY,2019-11-16,69
NF025039,20-13523,2020-01-28,CORRECTION,LEGACY,2020-01-23,5
NF025115,20-15403,2020-01-31,CORRECTION,LEGACY,2020-01-21,10
NF024839,20-15455,2020-01-31,CORRECTION,LEGACY,2020-01-28,3
NF024465,20-2491,2020-01-10,CORRECTION,LEGACY,2019-12-22,19
NF024844,20-5125,2020-01-15,CORRECTION,LEGACY,2020-01-09,6
NF024684,20-11514,2020-01-26,CORRECTION,LEGACY,2019-12-22,35
NF024468,20-12609,2020-01-29,CORRECTION,LEGACY,2019-12-22,38
NF024485,20-1548,2020-01-07,CORRECTION,LEGACY,2019-12-20,18
NF025391,20-29243,2020-02-27,CORRECTION,LEGACY,2020-02-23,4
NF024695,20-23476,2020-02-14,CORRECTION,LEGACY,2019-12-06,70
NF024948,20-25515,2020-02-19,CORRECTION,LEGACY,2020-01-29,21
NF025474,20-21858,2020-02-12,CORRECTION,LEGACY,2020-02-07,5
NF023265,20-17727,2020-02-06,CORRECTION,LEGACY,2019-09-06,153
NF024927,20-15855,2020-02-02,CORRECTION,LEGACY,2020-01-26,7
NF025017,20-22573,2020-02-15,CORRECTION,LEGACY,2020-01-23,23
NF025340,20-29713,2020-02-28,CORRECTION,LEGACY,2020-02-23,5
NF025375,20-17223,2020-02-06,CORRECTION,LEGACY,2020-02-02,4
NF025208,20-30440,2020-02-29,CORRECTION,LEGACY,2020-02-08,21
NF025348,20-18573,2020-02-06,CORRECTION,LEGACY,2020-02-04,2
NF024796,20-18629,2020-02-06,CORRECTION,LEGACY,2020-01-24,13
NF024827,20-23348,2020-02-14,CORRECTION,LEGACY,2020-01-17,28
NF025043,20-25022,2020-02-18,CORRECTION,LEGACY,2020-01-27,22
NF025385,20-25178,2020-02-20,CORRECTION,LEGACY,2020-02-14,6
NF025237,20-20713,2020-02-10,CORRECTION,LEGACY,2020-02-06,4
NF025456,20-26968,2020-02-21,CORRECTION,LEGACY,2020-01-06,46
NF025298,20-30681,2020-02-28,CORRECTION,LEGACY,2020-02-10,18
NF025231,20-24363,2020-02-17,CORRECTION,LEGACY,2020-02-04,13
NF024702,20-25444,2020-02-18,CORRECTION,LEGACY,2019-12-03,77
NF025266,20-23705,2020-02-14,CORRECTION,LEGACY,2020-02-13,1
NF023584,20-14868,2020-02-01,CORRECTION,LEGACY,2019-10-10,114
NF025109,20-18465,2020-02-05,CORRECTION,LEGACY,2020-01-10,26
NF025303,20-25587,2020-02-19,CANCELLATION,LEGACY,2020-02-18,1
NF025097,20-23775,2020-02-16,CORRECTION,LEGACY,2020-01-23,24
NF024794,20-19058,2020-02-06,CORRECTION,LEGACY,2020-01-21,16
NF025080,20-25157,2020-02-18,CORRECTION,LEGACY,2020-01-31,18
NF025303,20-27375,2020-02-21,CORRECTION,LEGACY,2020-02-18,3
NF025468,20-27942,2020-02-24,CORRECTION,LEGACY,2020-02-21,3
NF025175,20-29405,2020-02-26,CORRECTION,LEGACY,2020-02-10,16
NF024882,20-21751,2020-02-12,CORRECTION,LEGACY,2020-01-28,15
NF025455,20-30257,2020-02-27,CORRECTION,LEGACY,2020-02-03,24
NF025276,20-34725,2020-03-08,CORRECTION,LEGACY,2020-02-09,28
NF025585,20-36871,2020-03-13,CORRECTION,LEGACY,2020-03-06,7
NF025391,20-39669,2020-03-18,CORRECTION,LEGACY,2020-02-23,24
NF025772,20-39748,2020-03-18,CORRECTION,LEGACY,2020-03-01,17
NF025593,20-39803,2020-03-18,CORRECTION,LEGACY,2020-03-12,6
NF025610,20-40618,2020-03-19,CORRECTION,LEGACY,2020-03-07,12
NF025645,20-40792,2020-03-19,CORRECTION,LEGACY,2020-03-04,15
NF025139,20-41383,2020-03-20,CORRECTION,LEGACY,2020-02-16,33
NF025394,20-41760,2020-03-20,CORRECTION,LEGACY,2020-02-25,24
NF025283,20-42639,2020-03-21,CORRECTION,LEGACY,2020-02-21,29
NF024858,20-42933,2020-03-21,CORRECTION,LEGACY,2020-01-30,51
NF025653,20-43218,2020-03-22,CORRECTION,LEGACY,2020-03-15,7
NF025449,20-44321,2020-03-26,CORRECTION,LEGACY,2020-02-27,28
NF025778,20-44637,2020-03-26,CORRECTION,LEGACY,2020-03-14,12
NF025532,20-45267,2020-03-28,CORRECTION,LEGACY,2020-03-12,16
NF025608,20-46173,2020-03-29,CORRECTION,LEGACY,2020-03-05,24
NF025355,20-39374,2020-03-16,CORRECTION,LEGACY,2020-02-18,27
NF025360,20-39895,2020-03-16,CORRECTION,LEGACY,2020-02-21,24
NF025159,20-40321,2020-03-17,CORRECTION,LEGACY,2020-02-25,21
NF025831,20-40507,2020-03-17,CORRECTION,LEGACY,2020-03-16,1
NF025815,20-40629,2020-03-17,CORRECTION,LEGACY,2020-03-05,12
NF025180,20-40714,2020-03-17,CORRECTION,LEGACY,2020-02-19,27
NF025786,20-40899,2020-03-17,CORRECTION,LEGACY,2020-03-11,6
NF025712,20-41207,2020-03-17,CORRECTION,LEGACY,2020-03-03,14
NF025703,20-41259,2020-03-17,CORRECTION,LEGACY,2020-03-03,14
NF025240,20-41360,2020-03-18,CORRECTION,LEGACY,2020-02-12,35
NF025406,20-41630,2020-03-18,CORRECTION,LEGACY,2020-02-12,35
NF025660,20-41728,2020-03-18,CORRECTION,LEGACY,2020-03-03,15
NF025823,20-42750,2020-03-19,CORRECTION,LEGACY,2020-03-11,8
NF025414,20-42827,2020-03-19,CORRECTION,LEGACY,2020-02-20,28
NF025788,20-44942,2020-03-25,CORRECTION,LEGACY,2020-03-16,9
NF025251,20-46410,2020-03-30,CORRECTION,LEGACY,2020-02-21,38
NF025709,20-46802,2020-03-30,CORRECTION,LEGACY,2020-03-05,25
NF025673,20-47119,2020-03-31,CORRECTION,LEGACY,2020-03-13,18
NF025266,20-34737,2020-03-06,CANCELLATION,LEGACY,2020-02-13,22
NF025540,20-39040,2020-03-13,CANCELLATION,LEGACY,2020-03-05,8
NF025243,20-39413,2020-03-16,CORRECTION,LEGACY,2020-02-18,27
NF025818,20-39557,2020-03-16,CORRECTION,LEGACY,2020-03-06,10
NF025181,20-39866,2020-03-16,CORRECTION,LEGACY,2020-02-21,24
NF025186,20-40522,2020-03-17,CORRECTION,LEGACY,2020-02-27,19
NF025353,20-40737,2020-03-17,CORRECTION,LEGACY,2020-02-13,33
NF025257,20-40876,2020-03-17,CORRECTION,LEGACY,2020-02-27,19
NF025246,20-42378,2020-03-19,CORRECTION,LEGACY,2020-02-18,30
NF025502,20-46371,2020-03-30,CORRECTION,LEGACY,2020-02-12,47
NF025481,20-43494,2020-03-20,CORRECTION,LEGACY,2020-02-14,35
NF025317,20-45320,2020-03-26,CORRECTION,LEGACY,2020-02-25,30
NF025794,20-47059,2020-03-31,CORRECTION,LEGACY,2020-03-06,25
NF025202,20-33476,2020-03-07,CORRECTION,LEGACY,2020-02-05,31
NF025738,20-39763,2020-03-18,CORRECTION,LEGACY,2020-03-11,7
NF025487,20-40641,2020-03-19,CORRECTION,LEGACY,2020-02-13,35
NF025227,20-41020,2020-03-19,CORRECTION,LEGACY,2020-02-26,22
NF025211,20-41339,2020-03-20,CORRECTION,LEGACY,2020-02-14,35
NF025210,20-41931,2020-03-20,CORRECTION,LEGACY,2020-02-13,36
NF025521,20-43017,2020-03-22,CORRECTION,LEGACY,2020-03-01,21
NF025211,20-43532,2020-03-22,CORRECTION,LEGACY,2020-02-14,37
NF025597,20-43903,2020-03-25,CORRECTION,LEGACY,2020-03-14,11
NF025749,20-44293,2020-03-26,CORRECTION,LEGACY,2020-02-28,27
NF025585,20-44393,2020-03-26,CORRECTION,LEGACY,2020-03-06,20
NF025732,20-44979,2020-03-27,CORRECTION,LEGACY,2020-03-04,23
NF025697,20-45958,2020-03-29,CORRECTION,LEGACY,2020-03-11,18
NF025584,20-39423,2020-03-18,CORRECTION,LEGACY,2020-03-03,15
NF025289,20-39853,2020-03-18,CORRECTION,LEGACY,2020-02-26,21
NF025496,20-39957,2020-03-18,CORRECTION,LEGACY,2020-02-23,24
NF025736,20-40404,2020-03-19,CORRECTION,LEGACY,2020-03-07,12
NF025446,20-40454,2020-03-19,CORRECTION,LEGACY,2020-02-23,25
NF025747,20-40559,2020-03-19,CORRECTION,LEGACY,2020-02-20,28
NF025687,20-40646,2020-03-19,CORRECTION,LEGACY,2020-03-03,16
NF025450,20-41148,2020-03-19,CORRECTION,LEGACY,2020-02-27,21
NF025586,20-41409,2020-03-20,CORRECTION,LEGACY,2020-03-07,13
NF025525,20-41717,2020-03-21,CORRECTION,LEGACY,2020-03-04,17
NF025392,20-42931,2020-03-21,CORRECTION,LEGACY,2020-02-23,27
NF025395,20-42959,2020-03-21,CORRECTION,LEGACY,2020-02-26,24
NF025690,20-43354,2020-03-22,CORRECTION,LEGACY,2020-03-07,15
NF025647,20-44581,2020-03-26,CORRECTION,LEGACY,2020-03-07,19
NF025736,20-45500,2020-03-28,CORRECTION,LEGACY,2020-03-07,21
NF025773,20-45862,2020-03-29,CORRECTION,LEGACY,2020-03-04,25
NF025231,20-36851,2020-03-11,CORRECTION,LEGACY,2020-02-04,36
NF025819,20-39702,2020-03-16,CORRECTION,LEGACY,2020-03-06,10
NF025502,20-39746,2020-03-16,CORRECTION,LEGACY,2020-02-12,33
NF025173,20-39875,2020-03-16,CORRECTION,LEGACY,2020-02-07,38
NF025231,20-39918,2020-03-16,CORRECTION,LEGACY,2020-02-04,41
NF025467,20-40431,2020-03-17,CORRECTION,LEGACY,2020-02-21,25
NF025360,20-40458,2020-03-17,CORRECTION,LEGACY,2020-02-21,25
NF025146,20-40577,2020-03-17,CORRECTION,LEGACY,2020-02-03,43
NF025707,20-41142,2020-03-17,CORRECTION,LEGACY,2020-03-04,13
NF025818,20-41832,2020-03-18,CORRECTION,LEGACY,2020-03-06,12
NF025245,20-41874,2020-03-18,CORRECTION,LEGACY,2020-02-18,29
NF025183,20-42511,2020-03-19,CORRECTION,LEGACY,2020-02-24,24
NF025816,20-42716,2020-03-19,CORRECTION,LEGACY,2020-03-05,14
NF025308,20-42859,2020-03-19,CORRECTION,LEGACY,2020-02-21,27
NF025537,20-43172,2020-03-20,CORRECTION,LEGACY,2020-03-03,17
NF025566,20-43702,2020-03-23,CORRECTION,LEGACY,2020-03-09,14
NF025674,20-44886,2020-03-25,CANCELLATION,LEGACY,2020-03-13,12
NF025428,20-40831,2020-03-17,CORRECTION,LEGACY,2020-02-26,20
NF025554,20-43348,2020-03-20,CORRECTION,LEGACY,2020-03-06,14
NF025798,20-45964,2020-03-27,CORRECTION,LEGACY,2020-03-23,4
NF025557,20-46786,2020-03-30,CORRECTION,LEGACY,2020-03-11,19
NF025344,20-31533,2020-03-04,CORRECTION,LEGACY,2020-02-28,5
NF025737,20-36792,2020-03-13,CORRECTION,LEGACY,2020-03-08,5
NF025213,20-39867,2020-03-18,CORRECTION,LEGACY,2020-02-15,32
NF025285,20-40291,2020-03-19,CORRECTION,LEGACY,2020-02-23,25
NF025689,20-40385,2020-03-19,CORRECTION,LEGACY,2020-03-07,12
NF025497,20-40637,2020-03-19,CORRECTION,LEGACY,2020-02-27,21
NF025448,20-40785,2020-03-19,CORRECTION,LEGACY,2020-02-27,21
NF025592,20-41116,2020-03-19,CORRECTION,LEGACY,2020-03-12,7
NF025697,20-41327,2020-03-20,CORRECTION,LEGACY,2020-03-11,9
NF025731,20-41345,2020-03-20,CORRECTION,LEGACY,2020-03-01,19
NF025134,20-41416,2020-03-20,CORRECTION,LEGACY,2020-02-09,40
NF025328,20-42502,2020-03-21,CORRECTION,LEGACY,2020-02-13,37
NF025494,20-42637,2020-03-21,CORRECTION,LEGACY,2020-02-21,29
NF025526,20-42663,2020-03-21,CORRECTION,LEGACY,2020-03-05,16
NF025215,20-42677,2020-03-21,CORRECTION,LEGACY,2020-02-19,31
NF025597,20-43584,2020-03-22,CORRECTION,LEGACY,2020-03-14,8
NF025747,20-44904,2020-03-27,CORRECTION,LEGACY,2020-02-20,36
NF025809,20-45341,2020-03-28,CORRECTION,LEGACY,2020-03-13,15
NF025163,20-39900,2020-03-16,CORRECTION,LEGACY,2020-02-28,17
NF025751,20-40516,2020-03-17,CORRECTION,LEGACY,2020-03-05,12
NF025713,20-40742,2020-03-17,CORRECTION,LEGACY,2020-03-10,7
NF025570,20-40948,2020-03-17,CORRECTION,LEGACY,2020-03-13,4
NF025416,20-40956,2020-03-17,CORRECTION,LEGACY,2020-02-25,21
NF025662,20-41498,2020-03-18,CORRECTION,LEGACY,2020-03-05,13
NF025231,20-41506,2020-03-18,CORRECTION,LEGACY,2020-02-04,43
NF025545,20-42912,2020-03-19,CANCELLATION,LEGACY,2020-03-10,9
NF025626,20-44150,2020-03-23,CORRECTION,LEGACY,2020-03-09,14
NF025715,20-45334,2020-03-26,CORRECTION,LEGACY,2020-03-11,15
NF025544,20-46452,2020-03-30,CORRECTION,LEGACY,2020-03-10,20
NF025317,20-40543,2020-03-17,CORRECTION,LEGACY,2020-02-25,21
NF025636,20-41735,2020-03-18,CORRECTION,LEGACY,2020-03-05,13
NF025767,20-42398,2020-03-19,CORRECTION,LEGACY,2020-03-09,10
NF025553,20-42809,2020-03-19,CORRECTION,LEGACY,2020-03-03,16
NF025697,20-38903,2020-03-15,CORRECTION,LEGACY,2020-03-11,4
NF025444,20-39707,2020-03-18,CORRECTION,LEGACY,2020-02-22,25
NF025141,20-40289,2020-03-19,CORRECTION,LEGACY,2020-02-20,28
NF025397,20-40786,2020-03-19,CORRECTION,LEGACY,2020-02-27,21
NF025491,20-40996,2020-03-19,CORRECTION,LEGACY,2020-02-16,32
NF025686,20-42966,2020-03-21,CORRECTION,LEGACY,2020-03-01,20
NF025521,20-43112,2020-03-22,CORRECTION,LEGACY,2020-03-01,21
NF025389,20-43462,2020-03-22,CORRECTION,LEGACY,2020-02-20,31
NF025712,20-35170,2020-03-09,CORRECTION,LEGACY,2020-03-03,6
NF025661,20-37336,2020-03-11,CORRECTION,LEGACY,2020-03-04,7
NF025625,20-38342,2020-03-13,CORRECTION,LEGACY,2020-03-09,4
NF025470,20-39766,2020-03-16,CORRECTION,LEGACY,2020-02-24,21
NF025659,20-39780,2020-03-16,CORRECTION,LEGACY,2020-03-03,13
NF025187,20-39885,2020-03-16,CORRECTION,LEGACY,2020-02-27,18
NF025179,20-40769,2020-03-17,CORRECTION,LEGACY,2020-02-17,29
NF025408,20-40796,2020-03-17,CORRECTION,LEGACY,2020-02-14,32
NF025567,20-41837,2020-03-18,CORRECTION,LEGACY,2020-03-10,8
NF025542,20-42778,2020-03-19,CORRECTION,LEGACY,2020-03-10,9
NF025541,20-43813,2020-03-23,CORRECTION,LEGACY,2020-03-09,14
NF025785,20-45889,2020-03-27,CORRECTION,LEGACY,2020-03-10,17
NF025180,20-46804,2020-03-30,CORRECTION,LEGACY,2020-02-19,40
NF025707,20-46807,2020-03-30,CORRECTION,LEGACY,2020-03-04,26
NF025641,20-39609,2020-03-16,CORRECTION,LEGACY,2020-03-13,3
NF025722,20-39632,2020-03-16,CORRECTION,LEGACY,2020-03-02,14
NF025723,20-40580,2020-03-17,CORRECTION,LEGACY,2020-03-02,15
NF025681,20-42787,2020-03-19,CORRECTION,LEGACY,2020-03-03,16
NF025635,20-43801,2020-03-23,CORRECTION,LEGACY,2020-03-04,19
NF025768,20-47234,2020-03-31,CORRECTION,LEGACY,2020-03-11,20
NF025747,20-38587,2020-03-15,CORRECTION,LEGACY,2020-02-20,24
NF025280,20-40381,2020-03-19,CORRECTION,LEGACY,2020-02-16,32
NF025341,20-40657,2020-03-19,CORRECTION,LEGACY,2020-02-23,25
NF025217,20-40675,2020-03-19,CORRECTION,LEGACY,2020-02-21,27
NF025206,20-40701,2020-03-19,CORRECTION,LEGACY,2020-02-07,41
NF025749,20-40731,2020-03-19,CORRECTION,LEGACY,2020-02-28,20
NF025441,20-40789,2020-03-19,CORRECTION,LEGACY,2020-02-16,32
NF025143,20-41006,2020-03-19,CORRECTION,LEGACY,2020-02-21,27
NF025739,20-41746,2020-03-20,CORRECTION,LEGACY,2020-03-11,9
NF025775,20-42719,2020-03-21,CORRECTION,LEGACY,2020-03-08,13
NF025805,20-42763,2020-03-21,CORRECTION,LEGACY,2020-03-11,10
NF025493,20-43122,2020-03-22,CORRECTION,LEGACY,2020-02-20,31
NF025448,20-45284,2020-03-28,CORRECTION,LEGACY,2020-02-27,30
NF025807,20-45354,2020-03-28,CORRECTION,LEGACY,2020-03-12,16
NF025525,20-45492,2020-03-28,CORRECTION,LEGACY,2020-03-04,24
NF025237,20-35497,2020-03-09,CORRECTION,LEGACY,2020-02-06,32
NF025156,20-40871,2020-03-17,CORRECTION,LEGACY,2020-02-20,26
NF025786,20-40926,2020-03-17,CORRECTION,LEGACY,2020-03-11,6
NF025163,20-41456,2020-03-18,CORRECTION,LEGACY,2020-02-28,19
NF025471,20-41580,2020-03-18,CORRECTION,LEGACY,2020-02-25,22
NF025538,20-41731,2020-03-18,CORRECTION,LEGACY,2020-03-04,14
NF025516,20-42724,2020-03-19,CANCELLATION,LEGACY,2020-02-28,20
NF025828,20-42738,2020-03-19,CORRECTION,LEGACY,2020-03-13,6
NF025247,20-42958,2020-03-19,CORRECTION,LEGACY,2020-02-19,29
NF025560,20-45021,2020-03-25,CORRECTION,LEGACY,2020-03-03,22
NF025667,20-45545,2020-03-26,CORRECTION,LEGACY,2020-03-06,20
NF025716,20-46809,2020-03-30,CORRECTION,LEGACY,2020-03-13,17
NF025639,20-40752,2020-03-17,CORRECTION,LEGACY,2020-03-09,8
NF025482,20-40759,2020-03-17,CORRECTION,LEGACY,2020-02-18,28
NF025368,20-40770,2020-03-17,CORRECTION,LEGACY,2020-02-07,39
NF025196,20-41326,2020-03-18,CORRECTION,LEGACY,2020-02-19,28
NF025519,20-43730,2020-03-23,CORRECTION,LEGACY,2020-02-18,34
NF025226,20-37794,2020-03-14,CORRECTION,LEGACY,2020-02-20,23
NF025338,20-39424,2020-03-18,CORRECTION,LEGACY,2020-02-21,26
NF025744,20-41319,2020-03-20,CORRECTION,LEGACY,2020-03-15,5
NF025748,20-41342,2020-03-20,CORRECTION,LEGACY,2020-03-15,5
NF025209,20-41762,2020-03-20,CORRECTION,LEGACY,2020-02-09,40
NF025589,20-41877,2020-03-20,CORRECTION,LEGACY,2020-03-08,12
NF025218,20-41934,2020-03-20,CORRECTION,LEGACY,2020-02-29,20
NF025652,20-42428,2020-03-21,CORRECTION,LEGACY,2020-03-15,6
NF025342,20-42725,2020-03-21,CORRECTION,LEGACY,2020-02-26,24
NF025740,20-43237,2020-03-22,CORRECTION,LEGACY,2020-03-11,11
NF025387,20-43388,2020-03-22,CORRECTION,LEGACY,2020-02-15,36
NF025496,20-43722,2020-03-25,CORRECTION,LEGACY,2020-02-23,31
NF025400,20-44093,2020-03-25,CORRECTION,LEGACY,2020-02-28,26
NF025740,20-44568,2020-03-26,CORRECTION,LEGACY,2020-03-11,15
NF025611,20-44750,2020-03-26,CORRECTION,LEGACY,2020-03-07,19
NF025533,20-45484,2020-03-28,CORRECTION,LEGACY,2020-03-14,14
NF025466,20-39429,2020-03-16,CORRECTION,LEGACY,2020-02-21,24
NF025572,20-39829,2020-03-16,CORRECTION,LEGACY,2020-03-16,0
NF025254,20-40355,2020-03-17,CORRECTION,LEGACY,2020-02-26,20
NF025670,20-40644,2020-03-17,CORRECTION,LEGACY,2020-03-11,6
NF025709,20-40698,2020-03-17,CORRECTION,LEGACY,2020-03-05,12
NF025155,20-40914,2020-03-17,CORRECTION,LEGACY,2020-02-18,28
NF025546,20-41466,2020-03-18,CORRECTION,LEGACY,2020-03-10,8
NF025560,20-41679,2020-03-18,CORRECTION,LEGACY,2020-03-03,15
NF025629,20-42961,2020-03-19,CORRECTION,LEGACY,2020-03-12,7
NF025625,20-43063,2020-03-20,CORRECTION,LEGACY,2020-03-09,11
NF025511,20-43271,2020-03-20,CORRECTION,LEGACY,2020-02-20,29
NF025630,20-46532,2020-03-30,CORRECTION,LEGACY,2020-03-13,17
NF025826,20-46922,2020-03-31,CORRECTION,LEGACY,2020-03-13,18
NF025270,20-40754,2020-03-17,CORRECTION,LEGACY,2020-02-25,21
NF025795,20-40832,2020-03-17,CANCELLATION,LEGACY,2020-03-06,11
NF025426,20-44328,2020-03-24,CORRECTION,LEGACY,2020-02-24,29
NF023199,20-35883,2020-03-12,CORRECTION,LEGACY,2020-02-12,29
NF025287,20-38484,2020-03-15,CORRECTION,LEGACY,2020-02-26,18
NF025282,20-39421,2020-03-18,CORRECTION,LEGACY,2020-02-21,26
NF025495,20-40376,2020-03-19,CORRECTION,LEGACY,2020-02-21,27
NF025276,20-40380,2020-03-19,CORRECTION,LEGACY,2020-02-09,39
NF025800,20-40480,2020-03-19,CORRECTION,LEGACY,2020-03-06,13
NF025336,20-41140,2020-03-19,CORRECTION,LEGACY,2020-02-20,28
NF025144,20-41567,2020-03-20,CORRECTION,LEGACY,2020-02-22,27
NF025688,20-42038,2020-03-20,CORRECTION,LEGACY,2020-03-07,13
NF025224,20-42308,2020-03-21,CORRECTION,LEGACY,2020-02-14,36
NF024175,20-42394,2020-03-21,CORRECTION,LEGACY,2019-11-14,128
NF025533,20-42440,2020-03-21,CORRECTION,LEGACY,2020-03-14,7
NF025228,20-44366,2020-03-26,CORRECTION,LEGACY,2020-02-27,28
NF025400,20-45329,2020-03-28,CORRECTION,LEGACY,2020-02-28,29
